SKIP
1,48
1,20
1,4
1,22
1,11
1,37
1,35
1,19
1,39
1,3
2,26
2,38
2,8
2,24
2,30
2,41
2,47
2,32
2,48
2,16
3,38
3,31
3,34
3,42
3,2
3,14
3,11
3,26
3,1
3,24
4,32
4,13
4,11
4,29
4,37
4,12
4,30
4,43
4,36
4,17
5,1
5,31
5,16
5,40
5,11
5,34
5,10
5,18
5,27
5,8
6,41
6,14
6,5
6,35
6,24
6,18
6,17
6,29
6,38
6,50
7,39
7,43
7,35
7,14
7,6
7,24
7,42
7,33
7,20
7,46
8,41
8,49
8,29
8,4
8,46
8,25
8,15
8,27
8,34
8,28
9,41
9,21
9,12
9,33
9,28
9,11
9,37
9,14
9,23
9,10
10,36
10,12
10,24
10,14
10,44
10,13
10,25
10,35
10,42
10,29
11,27
11,45
11,3
11,44
11,49
11,4
11,48
11,50
11,29
11,25
12,17
12,50
12,29
12,24
12,2
12,25
12,42
12,1
12,19
12,3
13,18
13,31
13,26
13,12
13,7
13,13
13,29
13,28
13,48
13,6
14,42
14,25
14,3
14,29
14,10
14,5
14,36
14,27
14,35
14,45
15,35
15,22
15,14
15,27
15,37
15,12
15,23
15,9
15,42
15,36
16,49
16,15
16,10
16,6
16,37
16,11
16,8
16,1
16,27
16,30
17,47
17,28
17,26
17,24
17,9
17,23
17,37
17,48
17,27
17,11
18,20
18,46
18,26
18,36
18,15
18,16
18,48
18,5
18,25
18,40
19,1
19,47
19,18
19,5
19,23
19,27
19,44
19,21
19,3
19,43
20,16
20,3
20,27
20,6
20,47
20,21
20,22
20,38
20,36
20,48
21,9
21,41
21,45
21,21
21,13
21,50
21,20
21,39
21,49
21,47
22,22
22,21
22,2
22,19
22,43
22,7
22,17
22,39
22,1
22,46
23,25
23,48
23,28
23,29
23,37
23,40
23,12
23,50
23,3
23,21
24,34
24,38
24,11
24,31
24,50
24,29
24,26
24,37
24,39
24,22
25,5
25,40
25,34
25,36
25,23
25,22
25,7
25,24
25,2
25,13
26,25
26,44
26,36
26,49
26,37
26,4
26,3
26,33
26,30
26,42
27,29
27,28
27,39
27,14
27,27
27,46
27,35
27,47
27,34
27,19
28,28
28,37
28,23
28,7
28,2
28,10
28,16
28,31
28,15
28,39
29,32
29,46
29,5
29,34
29,14
29,21
29,6
29,29
29,50
29,41
30,41
30,24
30,46
30,34
30,29
30,50
30,12
30,28
30,13
30,21
31,45
31,4
31,36
31,49
31,7
31,50
31,40
31,37
31,26
31,25
32,47
32,13
32,33
32,41
32,24
32,11
32,27
32,29
32,30
32,26
33,39
33,12
33,1
33,17
33,23
33,34
33,32
33,2
33,44
33,13
34,39
34,46
34,16
34,3
34,2
34,47
34,27
34,38
34,25
34,21
35,34
35,46
35,31
35,27
35,11
35,7
35,47
35,15
35,25
35,4
36,44
36,6
36,21
36,46
36,3
36,16
36,43
36,15
36,8
36,47
37,13
37,25
37,17
37,7
37,8
37,19
37,2
37,22
37,48
37,20
38,1
38,22
38,42
38,11
38,33
38,21
38,16
38,27
38,44
38,18
39,1
39,12
39,46
39,49
39,30
39,2
39,23
39,44
39,31
39,42
40,8
40,17
40,28
40,42
40,27
40,38
40,14
40,18
40,3
40,21
41,24
41,47
41,25
41,50
41,40
41,37
41,30
41,12
41,26
41,43
42,2
42,33
42,42
42,34
42,23
42,18
42,10
42,8
42,5
42,13
43,2
43,44
43,23
43,17
43,1
43,34
43,8
43,25
43,41
43,22
44,2
44,50
44,32
44,22
44,8
44,27
44,13
44,24
44,41
44,12
45,18
45,4
45,46
45,11
45,1
45,32
45,45
45,7
45,47
45,14
46,8
46,39
46,9
46,21
46,29
46,45
46,5
46,25
46,35
46,46
47,1
47,4
47,36
47,8
47,9
47,39
47,20
47,14
47,12
47,45
48,17
48,41
48,45
48,39
48,47
48,7
48,37
48,48
48,42
48,14
49,24
49,31
49,22
49,44
49,50
49,25
49,10
49,48
49,20
49,6
50,20
50,4
50,50
50,29
50,43
50,9
50,35
50,3
50,2
50,33
51,46
51,38
51,18
51,35
51,44
51,49
51,23
51,10
51,9
51,37
52,28
52,34
52,22
52,12
52,5
52,25
52,33
52,43
52,4
52,36
53,45
53,3
53,23
53,13
53,37
53,46
53,12
53,19
53,44
53,15
54,35
54,32
54,24
54,3
54,14
54,22
54,40
54,28
54,17
54,42
55,40
55,31
55,5
55,23
55,46
55,4
55,37
55,16
55,21
55,47
56,28
56,19
56,5
56,36
56,4
56,20
56,35
56,17
56,46
56,42
57,3
57,43
57,39
57,28
57,41
57,35
57,50
57,1
57,25
57,8
58,8
58,32
58,19
58,20
58,2
58,27
58,6
58,13
58,28
58,43
59,24
59,36
59,50
59,43
59,19
59,40
59,34
59,39
59,48
59,33
60,49
60,41
60,46
60,31
60,2
60,7
60,19
60,32
60,26
60,42
61,39
61,2
61,28
61,12
61,5
61,8
61,47
61,15
61,18
61,30
62,25
62,9
62,20
62,31
62,29
62,23
62,41
62,13
62,5
62,48
63,10
63,18
63,50
63,42
63,40
63,34
63,27
63,32
63,46
63,24
64,26
64,42
64,8
64,25
64,24
64,36
64,28
64,45
64,16
64,15
65,35
65,36
65,44
65,33
65,24
65,7
65,37
65,47
65,14
65,31
66,14
66,15
66,47
66,39
66,20
66,32
66,21
66,23
66,42
66,26
67,6
67,3
67,14
67,48
67,34
67,37
67,12
67,4
67,15
67,39
68,27
68,39
68,3
68,36
68,20
68,46
68,41
68,35
68,34
68,6
69,41
69,8
69,13
69,37
69,15
69,10
69,21
69,28
69,31
69,27
70,43
70,26
70,21
70,2
70,34
70,5
70,32
70,33
70,29
70,22
71,44
71,34
71,11
71,26
71,22
71,49
71,10
71,4
71,30
71,45
72,40
72,30
72,15
72,4
72,9
72,5
72,12
72,37
72,10
72,45
73,5
73,47
73,42
73,41
73,26
73,37
73,49
73,27
73,48
73,22
74,15
74,23
74,41
74,17
74,12
74,13
74,32
74,39
74,46
74,20
75,25
75,2
75,14
75,48
75,36
75,35
75,47
75,43
75,24
75,18
76,15
76,4
76,20
76,10
76,27
76,28
76,45
76,9
76,50
76,31
77,24
77,28
77,49
77,42
77,10
77,39
77,27
77,21
77,35
77,46
78,8
78,36
78,37
78,48
78,39
78,15
78,7
78,38
78,22
78,10
79,28
79,38
79,14
79,8
79,36
79,1
79,9
79,40
79,23
79,10
80,43
80,13
80,33
80,10
80,21
80,28
80,14
80,39
80,16
80,40
81,33
81,10
81,39
81,30
81,4
81,20
81,17
81,11
81,48
81,21
82,47
82,36
82,4
82,14
82,7
82,17
82,19
82,10
82,43
82,11
83,8
83,40
83,38
83,34
83,33
83,35
83,25
83,37
83,18
83,5
84,13
84,37
84,15
84,36
84,3
84,35
84,28
84,49
84,9
84,29
85,19
85,14
85,33
85,7
85,4
85,35
85,46
85,37
85,17
85,23
86,42
86,35
86,34
86,30
86,7
86,21
86,37
86,2
86,20
86,40
87,34
87,35
87,8
87,24
87,37
87,10
87,36
87,22
87,28
87,13
88,37
88,9
88,22
88,27
88,3
88,47
88,1
88,26
88,48
88,32
89,23
89,6
89,29
89,38
89,9
89,30
89,35
89,22
89,43
89,36
90,47
90,22
90,41
90,48
90,26
90,34
90,31
90,19
90,10
90,9
91,31
91,20
91,42
91,16
91,26
91,25
91,37
91,24
91,49
91,30
92,33
92,32
92,17
92,6
92,31
92,15
92,8
92,21
92,22
92,40
93,21
93,40
93,34
93,20
93,36
93,48
93,8
93,6
93,33
93,32
94,29
94,9
94,31
94,4
94,5
94,48
94,10
94,12
94,13
94,49
95,35
95,16
95,2
95,8
95,30
95,47
95,31
95,43
95,20
95,29
96,31
