SKIP
45,85
3,187
32,6
31,151
22,150
7,194
3,158
45,190
45,118
31,132
21,16
43,66
6,68
34,148
39,198
47,199
2,179
43,157
24,103
39,112
32,122
16,24
1,176
15,24
16,19
14,151
6,189
24,165
19,42
42,28
21,38
10,166
2,193
9,192
38,75
12,154
27,149
1,186
35,199
19,89
49,140
6,85
10,68
22,120
19,131
36,163
44,98
49,170
36,185
37,162
38,193
23,154
26,66
50,93
27,118
44,157
34,8
3,21
21,142
24,12
11,134
38,154
47,60
21,152
41,192
41,43
50,159
44,49
15,65
36,17
24,194
11,21
23,96
24,46
16,154
25,169
36,136
40,93
38,73
30,50
36,116
2,22
39,31
27,182
24,182
22,161
33,183
50,50
21,34
19,170
2,17
6,17
31,76
14,160
38,136
25,181
23,5
40,163
4,64
12,78
7,77
17,108
20,40
50,6
36,48
38,123
18,183
27,153
5,23
46,63
45,99
34,158
19,110
43,70
32,193
8,178
47,91
23,179
36,109
33,140
39,131
9,134
48,50
35,112
8,4
14,94
42,12
32,135
16,179
39,75
35,155
28,109
14,83
36,69
12,87
7,82
21,12
22,166
9,179
1,50
16,125
24,170
46,10
41,168
47,170
12,113
22,144
10,140
48,200
49,142
37,155
42,177
12,73
44,142
19,148
50,94
4,13
1,89
21,87
7,188
9,133
24,48
12,50
46,9
50,28
40,165
24,9
32,184
43,73
6,158
17,110
3,69
37,136
5,59
50,126
14,36
24,110
6,145
40,74
17,53
8,63
13,59
24,24
32,71
19,126
36,68
17,196
10,67
8,78
10,175
38,158
23,32
26,55
2,184
13,113
13,154
25,156
3,111
